year,area_id,species_code,sex,length,lpop
2019,804,30052,2,27,35739
2019,804,30052,2,28,94453
2019,804,30052,2,29,25755
2019,804,30052,2,30,9640
2019,804,30052,2,31,9640
2019,804,30052,2,32,35618
2019,804,30052,2,33,51593
2019,804,30052,2,34,81615
2019,804,30052,2,35,45363
2019,804,30052,2,36,44224
2019,804,30052,2,37,22072
2019,804,30052,2,38,18855
2019,804,30052,2,39,56957
2019,804,30052,2,40,51978
2019,804,30052,2,41,93795
2019,804,30052,2,42,45214
2019,804,30052,2,43,41953
2019,804,30052,2,44,61372
2019,804,30052,2,45,75994
2019,804,30052,2,46,147239
2019,804,30052,2,47,129264
2019,804,30052,2,48,129264
2019,804,30052,2,49,80790
2019,804,30052,2,50,177004
2019,804,30052,2,51,56115
2019,804,30052,2,52,32316
2019,804,30052,2,53,46029
2019,804,30052,2,54,16158
2019,804,30052,2,55,16158
2019,804,30060,1,9,25648
2019,804,30060,1,10,88562
2019,804,30060,1,11,671567
2019,804,30060,1,12,2296763
2019,804,30060,1,13,5256326
2019,804,30060,1,14,13582007
2019,804,30060,1,15,13492711
2019,804,30060,1,16,6300914
2019,804,30060,1,17,6047929
2019,804,30060,1,18,11853891
2019,804,30060,1,19,23077194
2019,804,30060,1,20,30251802
2019,804,30060,1,21,17646457
2019,804,30060,1,22,6473003
2019,804,30060,1,23,4183121
2019,804,30060,1,24,5479875
2019,804,30060,1,25,9499926
2019,804,30060,1,26,11808019
2019,804,30060,1,27,9283779
2019,804,30060,1,28,7582276
2019,804,30060,1,29,5800917
2019,804,30060,1,30,4863719
2019,804,30060,1,31,4862596
2019,804,30060,1,32,7080886
2019,804,30060,1,33,6936882
2019,804,30060,1,34,11727930
2019,804,30060,1,35,17802378
2019,804,30060,1,36,19939038
2019,804,30060,1,37,18662994
2019,804,30060,1,38,15476244
2019,804,30060,1,39,11518502
2019,804,30060,1,40,6847823
2019,804,30060,1,41,3506821
2019,804,30060,1,42,1311029
2019,804,30060,1,43,1997243
2019,804,30060,1,44,216848
2019,804,30060,1,45,242015
2019,804,30060,1,46,107046
2019,804,30060,2,11,90877
2019,804,30060,2,12,1426551
2019,804,30060,2,13,3245269
2019,804,30060,2,14,10052660
2019,804,30060,2,15,7017252
2019,804,30060,2,16,6494818
2019,804,30060,2,17,4259963
2019,804,30060,2,18,8651900
2019,804,30060,2,19,19482728
2019,804,30060,2,20,22901787
2019,804,30060,2,21,17563436
2019,804,30060,2,22,4278296
2019,804,30060,2,23,3735521
2019,804,30060,2,24,8024600
2019,804,30060,2,25,8919279
2019,804,30060,2,26,12409797
2019,804,30060,2,27,7622175
2019,804,30060,2,28,7332624
2019,804,30060,2,29,5070653
2019,804,30060,2,30,5337618
2019,804,30060,2,31,3651220
2019,804,30060,2,32,4014951
2019,804,30060,2,33,5159206
2019,804,30060,2,34,7216284
2019,804,30060,2,35,10177408
2019,804,30060,2,36,14212598
2019,804,30060,2,37,16743671
2019,804,30060,2,38,14904906
2019,804,30060,2,39,15091233
2019,804,30060,2,40,12349159
2019,804,30060,2,41,11523130
2019,804,30060,2,42,7135007
2019,804,30060,2,43,4237329
2019,804,30060,2,44,2568937
2019,804,30060,2,45,2971481
2019,804,30060,2,46,1192854
2019,804,30060,2,47,677663
2019,804,30060,2,48,363640
2019,804,30060,2,49,195084
2019,804,30060,3,8,65229
2019,804,30060,3,12,704566
2019,804,30060,3,13,288988
2019,804,30060,3,14,965044
2019,804,30060,3,15,623306
2019,804,30060,3,16,52751
2019,804,30152,1,39,124147
2019,804,30152,1,36,14356
2019,804,30152,1,37,66771
2019,804,30152,1,38,49297
2019,804,30152,1,40,177870
2019,804,30152,1,41,221261
2019,804,30152,1,42,265768
2019,804,30152,1,43,538615
2019,804,30152,1,44,500962
2019,804,30152,1,45,722428
2019,804,30152,1,46,172127
2019,804,30152,1,47,254428
2019,804,30152,1,48,136344
2019,804,30152,1,49,9215
2019,804,30152,1,50,63479
2019,804,30152,2,29,35694
2019,804,30152,2,34,52751
2019,804,30152,2,36,16469
2019,804,30152,2,39,33944
2019,804,30152,2,40,307905
2019,804,30152,2,41,61801
2019,804,30152,2,42,142935
2019,804,30152,2,43,382780
2019,804,30152,2,44,199129
2019,804,30152,2,45,429167
2019,804,30152,2,46,362240
2019,804,30152,2,47,549057
2019,804,30152,2,48,190274
2019,804,30152,2,49,217501
2019,804,30152,2,50,117911
2019,804,30152,2,57,35173
2019,805,10110,1,13,148425
2019,805,10110,1,8,31545
2019,805,10110,1,11,78638
2019,805,10110,1,12,177596
2019,805,10110,1,14,226076
2019,805,10110,1,15,87534
2019,805,10110,1,16,162979
2019,805,10110,1,17,943173
2019,805,10110,1,18,2305565
2019,805,10110,1,19,3418563
2019,805,10110,1,20,5241529
2019,805,10110,1,21,6907551
2019,805,10110,1,22,5610538
2019,805,10110,1,23,6096077
2019,805,10110,1,24,8500606
2019,805,10110,1,25,7539298
2019,805,10110,1,26,9341504
2019,805,10110,1,27,9693401
2019,805,10110,1,28,9544396
2019,805,10110,1,29,9353069
2019,805,10110,1,30,8546260
2019,805,10110,1,31,8310387
2019,805,10110,1,32,9273333
2019,805,10110,1,33,9123695
2019,805,10110,1,34,7558899
2019,805,10110,1,35,9382475
2019,805,10110,1,36,9095417
2019,805,10110,1,37,9396108
2019,805,10110,1,38,9198992
2019,805,10110,1,39,9916270
2019,805,10110,1,40,7603512
2019,805,10110,1,44,2843611
2019,805,10110,1,41,6644945
2019,805,10110,1,42,3775356
2019,805,10110,1,43,3062474
2019,805,10110,1,45,2503315
2019,805,10110,1,46,1818641
2019,805,10110,1,47,1232934
2019,805,10110,1,48,828735
2019,805,10110,1,49,481101
2019,805,10110,1,50,382705
2019,805,10110,1,51,138848
2019,805,10110,1,52,30764
2019,805,10110,1,54,163458
2019,805,10110,1,56,58089
2019,805,10110,1,62,17537
2019,805,10110,2,11,91429
2019,805,10110,2,12,234820
2019,805,10110,2,13,177773
2019,805,10110,2,14,90178
2019,805,10110,2,15,102673
2019,805,10110,2,16,213023
2019,805,10110,2,17,943636
2019,805,10110,2,18,2742525
2019,805,10110,2,19,6206595
2019,805,10110,2,20,9700687
2019,805,10110,2,21,9888827
2019,805,10110,2,22,10232444
2019,805,10110,2,23,10135998
2019,805,10110,2,24,12389322
2019,805,10110,2,25,11852660
2019,805,10110,2,26,11376498
2019,805,10110,2,27,12587513
2019,805,10110,2,28,11485634
2019,805,10110,2,29,12436623
2019,805,10110,2,30,11180348
2019,805,10110,2,31,13420388
2019,805,10110,2,32,8500978
2019,805,10110,2,33,10983833
2019,805,10110,2,34,8285619
2019,805,10110,2,35,9489345
2019,805,10110,2,36,9217114
2019,805,10110,2,37,9311312
2019,805,10110,2,38,9378265
2019,805,10110,2,39,9826322
2019,805,10110,2,40,11362324
2019,805,10110,2,41,9171413
2019,805,10110,2,42,8431942
2019,805,10110,2,43,12014294
2019,805,10110,2,44,9457021
2019,805,10110,2,45,11276121
2019,805,10110,2,46,9675320
2019,805,10110,2,47,10616204
2019,805,10110,2,48,8100411
2019,805,10110,2,49,6341980
2019,805,10110,2,50,5765325
2019,805,10110,2,51,3738480
2019,805,10110,2,52,3657245
2019,805,10110,2,53,2507968
2019,805,10110,2,54,1692827
2019,805,10110,2,55,1935795
2019,805,10110,2,56,1730963
2019,805,10110,2,57,1863928
2019,805,10110,2,58,2345430
2019,805,10110,2,59,1813738
2019,805,10110,2,60,2411851
2019,805,10110,2,61,1749899
2019,805,10110,2,62,2833652
2019,805,10110,2,63,2459928
2019,805,10110,2,64,2135902
2019,805,10110,2,65,1981665
2019,805,10110,2,66,2312738
2019,805,10110,2,67,2184993
2019,805,10110,2,68,1175078
2019,805,10110,2,69,507523
2019,805,10110,2,70,185757
2019,805,10110,2,71,140501
2019,805,10110,2,72,280790
2019,805,10110,2,73,88063
2019,805,10110,2,77,126498
2019,805,10110,2,78,50965
2019,805,10110,3,11,69394
2019,805,10110,3,12,148231
2019,805,10110,3,13,37473
2019,805,10110,3,14,18035
2019,805,10130,1,14,338060
2019,805,10130,1,10,51721
2019,805,10130,1,12,40511
2019,805,10130,1,13,454439
2019,805,10130,1,15,1523065
2019,805,10130,1,16,904255
2019,805,10130,1,17,1042118
2019,805,10130,1,18,2432560
2019,805,10130,1,19,1705518
2019,805,10130,1,20,1860800
2019,805,10130,1,21,2447440
2019,805,10130,1,22,2432193
2019,805,10130,1,23,3803860
2019,805,10130,1,24,2563017
2019,805,10130,1,25,2912890
2019,805,10130,1,26,4624937
2019,805,10130,1,27,8740327
2019,805,10130,1,28,10468918
2019,805,10130,1,29,10479281
2019,805,10130,1,30,18750910
2019,805,10130,1,31,15851709
2019,805,10130,1,32,12400157
2019,805,10130,1,33,12021955
2019,805,10130,1,34,7505860
2019,805,10130,1,35,6280210
2019,805,10130,1,36,3773532
2019,805,10130,1,37,1612823
2019,805,10130,1,38,1404876
2019,805,10130,1,39,675541
2019,805,10130,1,40,730958
2019,805,10130,1,41,354354
2019,805,10130,1,42,268739
2019,805,10130,1,43,106738
2019,805,10130,1,44,40805
2019,805,10130,1,45,40805
2019,805,10130,2,10,18788
2019,805,10130,2,11,32216
2019,805,10130,2,12,114631
2019,805,10130,2,13,325697
2019,805,10130,2,14,200830
2019,805,10130,2,15,558730
2019,805,10130,2,16,630193
2019,805,10130,2,17,1152603
2019,805,10130,2,18,1191844
2019,805,10130,2,19,1578782
2019,805,10130,2,20,1378932
2019,805,10130,2,21,2073950
2019,805,10130,2,22,2009424
2019,805,10130,2,23,1855782
2019,805,10130,2,24,1173135
2019,805,10130,2,25,1849930
2019,805,10130,2,26,1862085
2019,805,10130,2,27,4104278
2019,805,10130,2,28,3184803
2019,805,10130,2,29,4833400
2019,805,10130,2,30,7361141
2019,805,10130,2,31,7845797
2019,805,10130,2,32,7883523
2019,805,10130,2,33,5513787
2019,805,10130,2,34,5201842
2019,805,10130,2,35,5576207
2019,805,10130,2,36,5119391
2019,805,10130,2,37,5030451
2019,805,10130,2,38,4070938
2019,805,10130,2,39,2612965
2019,805,10130,2,40,2542075
2019,805,10130,2,41,1720021
2019,805,10130,2,42,801893
2019,805,10130,2,43,979294
2019,805,10130,2,44,1007522
2019,805,10130,2,45,675637
2019,805,10130,2,46,1076162
2019,805,10130,2,47,671940
2019,805,10130,2,48,733251
2019,805,10130,2,49,492119
2019,805,10130,2,50,361758
2019,805,10130,2,51,125893
2019,805,10130,2,52,81854
2019,805,10130,2,53,40805
2019,805,10130,3,7,179788
2019,805,10130,3,8,62567
2019,805,10130,3,9,31283
2019,805,10130,3,10,266387
2019,805,10130,3,11,111180
2019,805,10130,3,12,408015
2019,805,10130,3,13,285698
2019,805,10130,3,14,93172
2019,805,10130,3,15,61209
2019,805,10130,3,16,99839
2019,805,10130,3,25,18687
2019,805,10180,1,22,18689
2019,805,10180,1,27,8788
2019,805,10180,1,28,27525
2019,805,10180,1,30,29705
2019,805,10180,1,31,54834
2019,805,10180,1,32,15898
2019,805,10180,1,33,45323
2019,805,10180,1,34,16449
2019,805,10180,1,36,24326
2019,805,10180,1,45,54999
2019,805,10180,1,46,38959
2019,805,10180,1,48,25492
2019,805,10180,2,20,38630
2019,805,10180,2,23,38630
2019,805,10180,2,25,62720
2019,805,10180,2,26,48969
2019,805,10180,2,28,7402
2019,805,10180,2,29,40508
2019,805,10180,2,30,49250
2019,805,10180,2,31,7402
2019,805,10180,2,32,129112
2019,805,10180,2,33,8788
2019,805,10180,2,35,8836
2019,805,10180,2,39,18689
2019,805,10180,2,50,25129
2019,805,10180,2,51,29705
2019,805,10200,1,14,29039
2019,805,10200,1,17,97527
2019,805,10200,1,18,113179
2019,805,10200,1,19,203087
2019,805,10200,1,20,209832
2019,805,10200,1,24,321749
2019,805,10200,1,21,222672
2019,805,10200,1,22,590987
2019,805,10200,1,23,391421
2019,805,10200,1,25,351624
2019,805,10200,1,26,624577
2019,805,10200,1,27,680254
2019,805,10200,1,28,1170028
2019,805,10200,1,29,1567227
2019,805,10200,1,30,1230933
2019,805,10200,1,31,1060963
2019,805,10200,1,32,821132
2019,805,10200,1,33,439478
2019,805,10200,1,34,462636
2019,805,10200,1,35,323669
2019,805,10200,1,39,562132
2019,805,10200,1,36,303709
2019,805,10200,1,37,430981
2019,805,10200,1,38,460345
2019,805,10200,1,40,618453
2019,805,10200,1,41,397912
2019,805,10200,1,42,421663
2019,805,10200,1,43,384235
2019,805,10200,1,44,272675
2019,805,10200,1,45,137746
2019,805,10200,1,46,127283
2019,805,10200,1,47,98833
2019,805,10200,1,48,71984
2019,805,10200,2,15,25129
2019,805,10200,2,17,60346
2019,805,10200,2,18,95875
2019,805,10200,2,19,314675
2019,805,10200,2,20,353189
2019,805,10200,2,21,166921
2019,805,10200,2,22,314866
2019,805,10200,2,23,267453
2019,805,10200,2,24,411563
2019,805,10200,2,25,586342
2019,805,10200,2,26,623916
2019,805,10200,2,27,696626
2019,805,10200,2,28,1562789
2019,805,10200,2,29,1763547
2019,805,10200,2,30,1949369
2019,805,10200,2,31,2046308
2019,805,10200,2,32,1438374
2019,805,10200,2,33,1146484
2019,805,10200,2,34,988915
2019,805,10200,2,35,925030
2019,805,10200,2,36,1381248
2019,805,10200,2,37,845871
2019,805,10200,2,38,687557
2019,805,10200,2,39,626880
2019,805,10200,2,40,824101
2019,805,10200,2,41,775765
2019,805,10200,2,42,1210363
2019,805,10200,2,43,1565206
2019,805,10200,2,44,1211243
2019,805,10200,2,45,947255
2019,805,10200,2,46,1394890
2019,805,10200,2,47,992249
2019,805,10200,2,48,1147409
2019,805,10200,2,49,754803
2019,805,10200,2,50,746638
2019,805,10200,2,51,510915
2019,805,10200,2,52,278181
2019,805,10200,2,53,130252
2019,805,10200,2,54,126692
2019,805,10200,2,55,106092
2019,805,10200,2,56,72568
2019,805,10200,2,57,44922
2019,805,10200,2,58,37576
2019,805,10200,2,59,35388
2019,805,10200,2,60,18788
2019,805,10200,2,61,36487
2019,805,10200,3,10,32497
2019,805,10200,3,15,30605
2019,805,10200,3,19,25653
2019,805,10200,3,21,30605
2019,805,10261,1,11,18558
2019,805,10261,1,15,136612
2019,805,10261,1,16,272245
2019,805,10261,1,17,248826
2019,805,10261,1,18,187206
2019,805,10261,1,19,337265
2019,805,10261,1,23,420364
2019,805,10261,1,20,338634
2019,805,10261,1,21,328853
2019,805,10261,1,22,343842
2019,805,10261,1,24,771959
2019,805,10261,1,25,833277
2019,805,10261,1,26,880668
2019,805,10261,1,27,1919808
2019,805,10261,1,28,3341719
2019,805,10261,1,29,5167762
2019,805,10261,1,30,6800209
2019,805,10261,1,31,5427828
2019,805,10261,1,32,3642614
2019,805,10261,1,33,1258036
2019,805,10261,1,34,713133
2019,805,10261,1,35,336785
2019,805,10261,2,12,22299
2019,805,10261,2,15,251682
2019,805,10261,2,16,309129
2019,805,10261,2,17,184888
2019,805,10261,2,18,123392
2019,805,10261,2,19,148528
2019,805,10261,2,20,202128
2019,805,10261,2,21,435916
2019,805,10261,2,22,459477
2019,805,10261,2,23,300476
2019,805,10261,2,24,388006
2019,805,10261,2,25,411205
2019,805,10261,2,26,236656
2019,805,10261,2,27,567966
2019,805,10261,2,28,542467
2019,805,10261,2,29,1032126
2019,805,10261,2,30,1378391
2019,805,10261,2,31,1985445
2019,805,10261,2,32,2729187
2019,805,10261,2,33,3391104
2019,805,10261,2,34,4104453
2019,805,10261,2,35,4168815
2019,805,10261,2,36,3576893
2019,805,10261,1,36,173322
2019,805,10261,1,37,163385
2019,805,10261,1,38,128455
2019,805,10261,2,37,2800929
2019,805,10261,2,38,2678551
2019,805,10261,2,39,2064432
2019,805,10261,2,40,1019515
2019,805,10261,2,41,738724
2019,805,10261,2,42,377200
2019,805,10261,2,43,328550
2019,805,10261,2,44,289472
2019,805,10261,2,45,63726
2019,805,10261,2,46,80622
2019,805,10261,2,47,68519
2019,805,10261,2,48,58534
2019,805,10261,2,49,18263
2019,805,10261,2,50,20604
2019,805,10262,1,14,122128
2019,805,10262,1,15,261321
2019,805,10262,1,16,450704
2019,805,10262,1,17,570717
2019,805,10262,1,18,364584
2019,805,10262,1,19,619243
2019,805,10262,1,20,539460
2019,805,10262,1,21,783509
2019,805,10262,1,22,962615
2019,805,10262,1,23,1048003
2019,805,10262,1,24,1591720
2019,805,10262,1,25,1682037
2019,805,10262,1,26,2096347
2019,805,10262,1,27,2458493
2019,805,10262,1,28,1778510
2019,805,10262,1,29,1207231
2019,805,10262,1,30,1324555
2019,805,10262,1,31,1281291
2019,805,10262,1,32,1132028
2019,805,10262,1,33,1376664
2019,805,10262,1,34,1207739
2019,805,10262,1,35,1363614
2019,805,10262,1,36,1168869
2019,805,10262,1,37,878119
2019,805,10262,1,38,498510
2019,805,10262,1,39,202696
2019,805,10262,1,40,69838
2019,805,10262,1,41,22558
2019,805,10262,1,42,39616
2019,805,10262,1,44,17058
2019,805,10262,1,46,22558
2019,805,10262,1,48,17058
2019,805,10262,2,10,19436
2019,805,10262,2,14,58758
2019,805,10262,2,15,236548
2019,805,10262,2,16,382563
2019,805,10262,2,17,827118
2019,805,10262,2,18,394950
2019,805,10262,2,19,897563
2019,805,10262,2,20,909979
2019,805,10262,2,21,1439628
2019,805,10262,2,22,1108089
2019,805,10262,2,23,1213561
2019,805,10262,2,24,1405489
2019,805,10262,2,25,2263105
2019,805,10262,2,26,2640012
2019,805,10262,2,27,2906912
2019,805,10262,2,28,1754584
2019,805,10262,2,29,2231036
2019,805,10262,2,30,1780982
2019,805,10262,2,31,1424116
2019,805,10262,2,32,1499626
2019,805,10262,2,33,1307354
2019,805,10262,2,34,1164462
2019,805,10262,2,35,1533559
2019,805,10262,2,36,1358500
2019,805,10262,2,37,1844679
2019,805,10262,2,38,1938719
2019,805,10262,2,39,2694829
2019,805,10262,2,40,2393252
2019,805,10262,2,41,2977174
2019,805,10262,2,42,2899846
2019,805,10262,2,43,3235590
2019,805,10262,2,44,2205271
2019,805,10262,2,45,1837433
2019,805,10262,2,46,1292670
2019,805,10262,2,47,582254
2019,805,10262,2,48,186880
2019,805,10262,2,49,196980
2019,805,10262,2,50,108624
2019,805,10262,2,51,26534
2019,805,10262,3,20,21360
2019,805,10262,3,39,29335
2019,805,20510,1,35,24625
2019,805,20510,1,27,21818
2019,805,20510,1,29,21818
2019,805,20510,1,34,25049
2019,805,20510,1,38,28536
2019,805,20510,1,42,270393
2019,805,20510,1,43,641338
2019,805,20510,1,44,1339373
2019,805,20510,1,45,1971508
2019,805,20510,1,46,3128930
2019,805,20510,1,47,3597655
2019,805,20510,1,48,2577863
2019,805,20510,1,49,2734766
2019,805,20510,1,50,2160830
2019,805,20510,1,51,1862768
2019,805,20510,1,52,1151462
2019,805,20510,1,53,1270175
2019,805,20510,1,54,622899
2019,805,20510,1,55,422614
2019,805,20510,1,56,200381
2019,805,20510,1,57,275445
2019,805,20510,1,58,62107
2019,805,20510,1,59,57263
2019,805,20510,1,60,17380
2019,805,20510,1,61,8471
2019,805,20510,1,63,9533
2019,805,20510,1,64,9533
2019,805,20510,1,69,24326
2019,805,20510,2,27,21818
2019,805,20510,2,33,91064
2019,805,20510,2,35,16968
2019,805,20510,2,40,53665
2019,805,20510,2,42,25129
2019,805,20510,2,43,220716
2019,805,20510,2,44,474383
2019,805,20510,2,45,1139269
2019,805,20510,2,46,1686485
2019,805,20510,2,47,1520385
2019,805,20510,2,48,2469621
2019,805,20510,2,49,2103974
2019,805,20510,2,50,2369122
2019,805,20510,2,51,1852880
2019,805,20510,2,52,1613373
2019,805,20510,2,53,1451643
2019,805,20510,2,54,756359
2019,805,20510,2,55,914503
2019,805,20510,2,56,419787
2019,805,20510,2,57,378336
2019,805,20510,2,58,196100
2019,805,20510,2,59,99677
2019,805,20510,2,60,164980
2019,805,20510,2,61,41903
2019,805,20510,2,62,7662
2019,805,20510,2,63,60655
2019,805,20510,2,65,9533
2019,805,20510,2,66,38959
2019,805,20510,2,69,19066
2019,805,20510,2,73,25492
2019,805,20510,2,75,38959
2019,805,20510,3,47,29507
2019,805,21720,1,19,59413
2019,805,21720,1,14,20144
2019,805,21720,1,16,20144
2019,805,21720,1,17,75970
2019,805,21720,1,20,138624
2019,805,21720,1,21,58411
2019,805,21720,1,22,177063
2019,805,21720,1,23,78382
2019,805,21720,1,24,79211
2019,805,21720,1,25,116821
2019,805,21720,1,26,40894
2019,805,21720,1,27,80426
2019,805,21720,1,28,79925
2019,805,21720,1,29,58411
2019,805,21720,1,32,19470
2019,805,21720,1,35,17142
2019,805,21720,1,38,36301
2019,805,21720,1,39,87077
2019,805,21720,1,40,39614
2019,805,21720,1,41,90990
2019,805,21720,1,42,152559
2019,805,21720,1,43,114201
2019,805,21720,1,44,199844
2019,805,21720,1,45,135805
2019,805,21720,1,46,98135
2019,805,21720,1,47,111796
2019,805,21720,1,48,37554
2019,805,21720,1,49,108657
2019,805,21720,1,50,193603
2019,805,21720,1,51,200106
2019,805,21720,1,52,184242
2019,805,21720,1,53,325545
2019,805,21720,1,54,264814
2019,805,21720,1,55,233104
2019,805,21720,1,56,314361
2019,805,21720,1,57,119608
2019,805,21720,1,58,232525
2019,805,21720,1,59,266395
2019,805,21720,1,60,185622
2019,805,21720,1,61,280703
2019,805,21720,1,62,220779
2019,805,21720,1,63,96282
2019,805,21720,1,64,172282
2019,805,21720,1,65,152850
2019,805,21720,1,66,111084
2019,805,21720,1,67,169246
2019,805,21720,1,68,144257
2019,805,21720,1,69,41735
2019,805,21720,1,70,16968
2019,805,21720,1,71,61375
2019,805,21720,1,72,50230
2019,805,21720,1,73,75445
2019,805,21720,1,74,27813
2019,805,21720,1,75,15898
2019,805,21720,1,76,51162
2019,805,21720,1,77,45247
2019,805,21720,1,78,43952
2019,805,21720,1,79,53718
2019,805,21720,1,80,19505
2019,805,21720,1,81,15898
2019,805,21720,1,82,15898
2019,805,21720,1,83,58465
2019,805,21720,1,85,35012
2019,805,21720,1,86,41789
2019,805,21720,1,87,34416
2019,805,21720,1,94,15898
2019,805,21720,2,16,59452
2019,805,21720,2,17,19470
2019,805,21720,2,18,121731
2019,805,21720,2,19,99183
2019,805,21720,2,20,140644
2019,805,21720,2,21,80928
2019,805,21720,2,22,80336
2019,805,21720,2,23,39943
2019,805,21720,2,24,38940
2019,805,21720,2,25,135733
2019,805,21720,2,26,58411
2019,805,21720,2,27,39584
2019,805,21720,2,28,98854
2019,805,21720,2,29,21424
2019,805,21720,2,30,59243
2019,805,21720,2,31,19470
2019,805,21720,2,32,19470
2019,805,21720,2,35,20697
2019,805,21720,2,36,83301
2019,805,21720,2,37,140290
2019,805,21720,2,38,16852
2019,805,21720,2,40,61786
2019,805,21720,2,41,101549
2019,805,21720,2,42,199556
2019,805,21720,2,43,139843
2019,805,21720,2,44,101382
2019,805,21720,2,45,201435
2019,805,21720,2,46,88624
2019,805,21720,2,47,92037
2019,805,21720,2,48,19263
2019,805,21720,2,49,114556
2019,805,21720,2,50,69608
2019,805,21720,2,51,175924
2019,805,21720,2,52,113560
2019,805,21720,2,53,89088
2019,805,21720,2,54,307114
2019,805,21720,2,55,221387
2019,805,21720,2,56,178278
2019,805,21720,2,57,153279
2019,805,21720,2,58,383963
2019,805,21720,2,59,234650
2019,805,21720,2,60,119975
2019,805,21720,2,61,145925
2019,805,21720,2,62,209266
2019,805,21720,2,63,198522
2019,805,21720,2,64,330344
2019,805,21720,2,65,121503
2019,805,21720,2,66,75757
2019,805,21720,2,67,141038
2019,805,21720,2,68,108825
2019,805,21720,2,69,111696
2019,805,21720,2,70,140014
2019,805,21720,2,71,70762
2019,805,21720,2,72,180089
2019,805,21720,2,73,108608
2019,805,21720,2,74,39013
2019,805,21720,2,75,17755
2019,805,21720,2,76,51160
2019,805,21720,2,77,67938
2019,805,21720,2,78,66037
2019,805,21720,2,79,19827
2019,805,21720,2,80,52013
2019,805,21720,2,81,120995
2019,805,21720,2,82,67026
2019,805,21720,2,83,34431
2019,805,21720,2,84,32866
2019,805,21720,2,85,68105
2019,805,21720,2,87,76764
2019,805,21720,2,88,88142
2019,805,21720,2,89,86282
2019,805,21720,2,90,46550
2019,805,21720,2,92,31795
2019,805,21720,2,93,31780
2019,805,21720,2,94,107019
2019,805,21720,2,95,18533
2019,805,21720,2,98,61798
2019,805,21720,2,99,18263
2019,805,21720,2,100,19114
2019,805,21720,3,16,20144
2019,805,21740,1,11,21515
2019,805,21740,1,12,215148
2019,805,21740,1,13,430295
2019,805,21740,1,14,211457
2019,805,21740,1,15,112634
2019,805,21740,1,16,315546
2019,805,21740,1,17,186989
2019,805,21740,1,18,293621
2019,805,21740,1,19,216415
2019,805,21740,1,20,77159
2019,805,21740,1,21,40271
2019,805,21740,1,22,44554
2019,805,21740,1,23,59885
2019,805,21740,1,24,86882
2019,805,21740,1,25,276014
2019,805,21740,1,26,283903
2019,805,21740,1,27,327616
2019,805,21740,1,28,315278
2019,805,21740,1,29,399001
2019,805,21740,1,30,722897
2019,805,21740,1,31,305361
2019,805,21740,1,32,144628
2019,805,21740,1,36,113693
2019,805,21740,1,33,98484
2019,805,21740,1,34,138213
2019,805,21740,1,35,140900
2019,805,21740,1,37,142260
2019,805,21740,1,38,102765
2019,805,21740,1,39,490586
2019,805,21740,1,40,194954
2019,805,21740,1,41,183671
2019,805,21740,1,42,2418690
2019,805,21740,1,43,7193987
2019,805,21740,1,44,13918873
2019,805,21740,1,45,18134082
2019,805,21740,1,46,12683057
2019,805,21740,1,47,6648072
2019,805,21740,1,48,3925712
2019,805,21740,1,49,3226752
2019,805,21740,1,50,1457281
2019,805,21740,1,51,959318
2019,805,21740,1,52,579134
2019,805,21740,1,53,296530
2019,805,21740,1,54,180937
2019,805,21740,1,55,182615
2019,805,21740,1,56,145234
2019,805,21740,1,57,21515
2019,805,21740,1,58,114400
2019,805,21740,1,59,54695
2019,805,21740,1,61,39778
2019,805,21740,1,64,21515
2019,805,21740,1,65,7484
2019,805,21740,1,66,21515
2019,805,21740,2,11,86059
2019,805,21740,2,12,344236
2019,805,21740,2,13,129089
2019,805,21740,2,14,82073
2019,805,21740,2,15,189885
2019,805,21740,2,16,297029
2019,805,21740,2,17,337795
2019,805,21740,2,18,220471
2019,805,21740,2,19,119139
2019,805,21740,2,20,57413
2019,805,21740,2,23,30605
2019,805,21740,2,24,87055
2019,805,21740,2,25,258088
2019,805,21740,2,26,187222
2019,805,21740,2,27,307559
2019,805,21740,2,28,338403
2019,805,21740,2,29,500091
2019,805,21740,2,30,383834
2019,805,21740,2,31,392616
2019,805,21740,2,32,229277
2019,805,21740,2,33,58260
2019,805,21740,2,34,117140
2019,805,21740,2,35,176453
2019,805,21740,2,36,95566
2019,805,21740,2,37,48688
2019,805,21740,2,38,356232
2019,805,21740,2,39,104575
2019,805,21740,2,40,390817
2019,805,21740,2,41,204192
2019,805,21740,2,42,509276
2019,805,21740,2,43,1089858
2019,805,21740,2,44,2283203
2019,805,21740,2,45,8663028
2019,805,21740,2,46,12816633
2019,805,21740,2,47,14000295
2019,805,21740,2,48,14577448
2019,805,21740,2,49,8839294
2019,805,21740,2,50,6793387
2019,805,21740,2,51,4589054
2019,805,21740,2,52,2055441
2019,805,21740,2,53,1923215
2019,805,21740,2,54,620600
2019,805,21740,2,55,737748
2019,805,21740,2,56,684221
2019,805,21740,2,57,398846
2019,805,21740,2,58,128364
2019,805,21740,2,59,83691
2019,805,21740,2,60,189736
2019,805,21740,2,61,8409
2019,805,21740,2,62,20777
2019,805,21740,2,63,7402
2019,805,21740,2,64,15064
2019,805,21740,2,65,8478
2019,805,21740,2,66,8361
2019,805,21740,2,67,70139
2019,805,21740,2,68,21515
2019,805,21740,3,11,64544
2019,805,21740,3,12,172118
2019,805,21740,3,13,86059
2019,805,21740,3,14,66898
2019,805,21740,3,15,17014
